NO,국문,영문,학명,관리현황,분류군,학명-수정,특성
541,남미솜털까마중나무,Tobacco tree,Solanum mauritianum</em>,유입주의 생물,식물,Solanum mauritianum,"Solanum mauritianum is a small tree or shrub native to South America, including Northern Argentina, Southern Brazil, Paraguay and Uruguay. Its common names include earleaf nightshade (or ""ear-leaved nightshade""), woolly nightshade, flannel weed, bugweed, tobacco weed, tobacco bush, wild tobacco and kerosene plant."
542,아르헨티나까마중,,Solanum triflorum</em> Nutt.,유입주의 생물,식물,Solanum triflorum,"Solanum triflorum is a species of nightshade known by the common names cutleaf nightshade and small nightshade. It is native to Argentina, but it is known on other continents, including Europe and Australia, as an introduced species and sometimes a weed. It is present throughout much of North America, where it is possibly non-native as well. It grows in many types of habitat, including disturbed areas. It is an annual herb producing spreading, decumbent stems up one meter long. It is hairy, the "
543,좁은꽃갯줄풀,Denseflower cordgrass,Spartina densiflora</em> Brongn.,유입주의 생물,식물,Spartina densiflora,"Sporobolus montevidensis is a species of grass known by the common name denseflower cordgrass. Although reclassified after a taxonomic revision in 2014, it may still be referred to as Spartina densiflora by some users. It is native to the coastline of southern South America, where it is a resident of salt marshes. It is also known on the west coast of the North America and parts of the Mediterranean coast as an introduced species and in some areas a noxious weed. In California it is a troublesom"
544,아메리카갯줄풀,Marsh grass,Spartina patens</em> (Aiton) Muhl.,유입주의 생물,식물,Spartina patens,"Hymenachne is a genus of widespread wetlands plants that is in the grass family. They are commonly known as marsh grasses. They are distributed in tropical and subtropical regions of Asia, the Americas, and the Pacific Islands. A species from the Americas, H. amplexicaulis, is well known in other parts of the world as an introduced and invasive species.Hymenachne is similar to genus Sacciolepis. Both were formerly considered part of Panicum.Hymenachne aquatic plants frequently found in marshes a"
545,미국갯금불초,"Creeping ox-eye, Singapore daisy, Trailing daisy, Wedelia",Sphagneticola trilobata</em>,유입주의 생물,식물,Sphagneticola trilobata,"Sphagneticola trilobata, commonly known as the Bay Biscayne creeping-oxeye, merigold Singapore daisy, creeping-oxeye, trailing daisy, and wedelia, is a plant in the tribe Heliantheae of the family Asteraceae. It is native to Mexico, Central America, and the Caribbean, but now grows throughout the Neotropics. It is widely cultivated as an ornamental groundcover."
546,점박이숲도마뱀,,Sphenomorphus maculatus</em>,유입주의 생물,파충류,Sphenomorphus maculatus,"Sphenomorphus maculatus, the spotted forest skink, maculated forest skink or stream-side skink is a species of skink found in China, South Asia and Southeast Asia."
547,이술쥐꼬리새풀,,Sporobolus diandrus</em> (Retz.) P.Beauv.,유입주의 생물,식물,Sporobolus diandrus,
548,미국쥐꼬리새풀,,Sporobolus indicus</em> (L.) R.Br.,유입주의 생물,식물,Sporobolus indicus,Sporobolus indicus is a species of grass known by the common name smut grass.
549,유럽몰개,Chub,Squalius cephalus</em>,유입주의 생물,어류,Squalius cephalus,"Chub is a common fish name.  It pertains to any one of a number of ray-finned fish in several families and genera. In the UK, the term chub usually refers to the species Squalius cephalus. In addition, see sea chub."
550,카옌개마편초,,Stachytarpheta cayennensis</em> (Rich.) Vahl,유입주의 생물,식물,Stachytarpheta cayennensis,"Stachytarpheta cayennensis is a species of flowering plant in the verbena family known by many English language common names, including blue snakeweed, Cayenne snakeweed, dark-blue snakeweed, bluetop, nettle-leaf porterweed, rattail, rough-leaf false vervain, blue rat's tail, Brazilian tea, Cayenne vervain, false verbena, joee, nettleleaf velvetberry, and Cayenne porterweed. Names in other languages include honagasō (Japanese), gervão-urticante (Brazilian Portuguese), piche de gato, rabo de zorr"
551,자메이카마편초,,Stachytarpheta jamaicensis</em> (L.) Vahl,유입주의 생물,식물,Stachytarpheta jamaicensis,"Stachytarpheta jamaicensis is a species of plant in the family Verbenaceae, native throughout the Caribbean, including Florida. It has many common names including blue porterweed, blue snake weed, bastard vervain, Brazilian tea, Jamaica vervain, light-blue snakeweed, and, in St. Croix, worryvine.source? It usually is found along country roadsides, and it also grows well as a ruderal plant on disturbed terrain. 
A similar plant, Stachytarpheta cayennensis, which is an invasive species in Florida,"
552,총검자라풀,Water soldier,Stratiotes aloides</em> L.,유입주의 생물,식물,Stratiotes aloides,"Stratiotes is a genus of submerged aquatic plant commonly known as water soldiers, described as a genus by Linnaeus in 1753. Several specific names have been coined within the genus, but at present only one is recognized: Stratiotes aloides. native to Europe and NW Asia.
formerly included in genusmoved to other genera: Enhalus Hydrocleys Ottelia 

Stratiotes acoroides  - Enhalus acoroides
Stratiotes alismoides - Ottelia alismoides
Stratiotes nymphoides - Hydrocleys nymphoides
Stratiotes quinquea"
553,목점박이비둘기,Eastern spotted dove,Streptopelia chinensis</em>,유입주의 생물,조류,Streptopelia chinensis,"The spotted dove (Spilopelia chinensis) is a small and somewhat long-tailed pigeon that is a common resident breeding bird across its native range on the Indian subcontinent and in Southeast Asia. The species has been introduced to many parts of the world and feral populations have become established.
This species was formerly included in the genus Streptopelia with other turtle-doves, but studies suggest that they differ from typical members of that genus. This dove is long tailed buff brown wi"
554,아프리카염주비둘기,,Streptopelia roseogrisea</em>,유입주의 생물,조류,Streptopelia roseogrisea,"The African collared dove (Streptopelia roseogrisea) is a small dove found in the Sahel, northern parts of the Horn of Africa and southwestern Arabia. Although it lives in arid lands, it is found around water sources.
This bird is typically around 26 cm (10 in) in length. Its upper body, from shoulders to tail, is a pale grayish brown, though the wing edge has a bluish tinge. Flight feathers are darker, and nearly black. Head, neck and breast are pinkish shading to white on the chin and belly.  "
555,호박잼물우렁이,Amber snail,Succinea costaricana</em>,유입주의 생물,무척추동물,Succinea costaricana,"Succineidae are a family of small to medium-sized, air-breathing land snails (and slugs), terrestrial pulmonate gastropod molluscs in the superfamily Succineoidea.They are commonly called amber snails because their thin fragile shells are translucent and amber-colored.  They usually live in damp habitats such as marshes.Succineidae is the only family in the superfamily Succineoidea.The soft parts of the animal appear to be too large for the shell."
556,줄무늬멧돼지,Banding pig,Sus scrofa vittatus</em>,유입주의 생물,포유류,Sus scrofa vittatus,"The banded pig (Sus scrofa vittatus) also known as the Indonesian wild boar is a subspecies of wild boar native to the Thai-Malay Peninsula and many Indonesian islands, including Sumatra, Java, and the Lesser Sundas as far east as Komodo. It is known as the wild boar in Singapore. It is the most basal subspecies, having the smallest relative brain size, more primitive dentition, and unspecialised cranial structure. It is a short-faced subspecies with a white band on the muzzle, as well as sparse"
557,노란별꽃아재비,,Synedrella nodiflora</em> (L.) Gaertn.,유입주의 생물,식물,Synedrella nodiflora,"Synedrella is a genus of flowering plants in the family Asteraceae.It contains only one known species,  Synedrella nodiflora, native to South America, Central America, Mexico, the West Indies, and Florida. It is naturalized in much of Asia, northern Australia, some Pacific Islands, and tropical Africa. Nodeweed and Cinderella weed are common names for this species."
558,짧은코가시두더지,,Tachyglossus aculeatus</em>,유입주의 생물,포유류,Tachyglossus aculeatus,"The short-beaked echidna (Tachyglossus aculeatus), also called the short-nosed echidna, is one of four living species of echidna and the only member of the genus Tachyglossus. It is covered in fur and spines and has a distinctive snout and a specialised tongue, which it uses to catch its insect prey at a great speed. Like the other extant monotremes, the short-beaked echidna lays eggs; the monotremes are the only living group of mammals to do so.
The short-beaked echidna has extremely strong fro"
559,북미동부다람쥐,,Tamias striatus</em>,유입주의 생물,포유류,Tamias striatus,The eastern chipmunk (Tamias striatus) is a chipmunk species found in eastern North America. It is the only living member of the chipmunk genus Tamias.
560,미국덩굴옻나무,Poison ivy,Toxicodendron radicans</em> (L.) Kuntze,유입주의 생물,식물,Toxicodendron radicans,"Poison ivy is  a type of allergenic plant in the genus Toxicodendron native to Asia and North America. Formerly considered a single species, Toxicodendron radicans, poison ivies are now generally treated as a complex of three separate species: Toxicodendron radicans, Toxicodendron rydbergii, and Toxicodendron orientale. They are well known for causing urushiol-induced contact dermatitis, an itchy, irritating, and sometimes painful rash, in most people who touch them. The rash is caused by urushi"
